Indicator Name,Indicator Code,Country Name,Country Code,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,France,FRA,7.8472,7.6774,7.5076,7.3378,7.168,6.9426,6.7172,6.4918,6.2664,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,French Polynesia,PYF,54.702,53.803,52.904,52.005,51.106,50.503,49.9,49.297,48.694,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Gabon,GAB,103.6228,100.1956,96.7684,93.3412,89.914,88.1382,86.3624,84.5866,82.8108,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Gambia, The",GMB,97.5882,92.3364,87.0846,81.8328,76.581,74.6376,72.6942,70.7508,68.8074,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Georgia,GEO,47.7094,46.9448,46.1802,45.4156,44.651,43.622,42.593,41.564,40.535,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Germany,DEU,9.893,9.4,8.907,8.414,7.921,7.7064,7.4918,7.2772,7.0626,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Ghana,GHA,78.1774,76.4098,74.6422,72.8746,71.107,69.3604,67.6138,65.8672,64.1206,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Greece,GRC,10.8508,11.0306,11.2104,11.3902,11.57,11.1832,10.7964,10.4096,10.0228,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Greenland,GRL,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Grenada,GRD,49.404,47.655,45.906,44.157,42.408,41.0136,39.6192,38.2248,36.8304,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guam,GUM,53.8852,53.2994,52.7136,52.1278,51.542,51.2402,50.9384,50.6366,50.3348,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guatemala,GTM,113.756,112.116,110.476,108.836,107.196,106.2328,105.2696,104.3064,103.3432,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guinea,GIN,164.0274,162.3688,160.7102,159.0516,157.393,152.6466,147.9002,143.1538,138.4074,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guinea-Bissau,GNB,126.714,122.814,118.914,115.014,111.114,108.1246,105.1352,102.1458,99.1564,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Guyana,GUY,79.5504,76.7428,73.9352,71.1276,68.32,65.441,62.562,59.683,56.804,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Haiti,HTI,51.2826,50.0612,48.8398,47.6184,46.397,45.3676,44.3382,43.3088,42.2794,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Honduras,HND,100.6216,98.7412,96.8608,94.9804,93.1,91.653,90.206,88.759,87.312,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Hong Kong SAR, China",HKG,3.8394,3.6798,3.5202,3.3606,3.201,3.4042,3.6074,3.8106,4.0138,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Hungary,HUN,18.1408,17.7426,17.3444,16.9462,16.548,15.9554,15.3628,14.7702,14.1776,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Iceland,ISL,16.7176,16.1762,15.6348,15.0934,14.552,13.958,13.364,12.77,12.176,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,India,IND,96.1778,93.7176,91.2574,88.7972,86.337,84.002,81.667,79.332,76.997,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Indonesia,IDN,48.266,47.479,46.692,45.905,45.118,44.563,44.008,43.453,42.898,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Iran, Islamic Rep.",IRN,32.6964,31.8898,31.0832,30.2766,29.47,28.5728,27.6756,26.7784,25.8812,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Iraq,IRQ,76.5924,81.9358,87.2792,92.6226,97.966,95.551,93.136,90.721,88.306,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Ireland,IRL,18.702,18.402,18.102,17.802,17.502,15.7646,14.0272,12.2898,10.5524,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Isle of Man,IMY,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Israel,ISR,15.6416,15.2402,14.8388,14.4374,14.036,14.033,14.03,14.027,14.024,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Italy,ITA,6.932,6.864,6.796,6.728,6.66,6.1266,5.5932,5.0598,4.5264,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Jamaica,JAM,83.8216,82.1942,80.5668,78.9394,77.312,75.7944,74.2768,72.7592,71.2416,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Japan,JPN,5.644,5.489,5.334,5.179,5.024,5.2254,5.4268,5.6282,5.8296,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Jordan,JOR,30.0924,29.1918,28.2912,27.3906,26.49,25.9294,25.3688,24.8082,24.2476,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kazakhstan,KAZ,28.726,29.047,29.368,29.689,30.01,29.1078,28.2056,27.3034,26.4012,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kenya,KEN,103.4048,102.6096,101.8144,101.0192,100.224,99.7976,99.3712,98.9448,98.5184,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kiribati,KIR,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Korea, Dem. Rep.",PRK,0.9184,0.8528,0.7872,0.7216,0.656,0.652,0.648,0.644,0.64,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Korea, Rep.",KOR,2.2134,2.2278,2.2422,2.2566,2.271,2.9762,3.6814,4.3866,5.0918,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kosovo,KSV,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kuwait,KWT,15.6474,15.1838,14.7202,14.2566,13.793,13.915,14.037,14.159,14.281,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Kyrgyz Republic,KGZ,32.0114,32.5228,33.0342,33.5456,34.057,33.8496,33.6422,33.4348,33.2274,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Lao PDR,LAO,49.3614,46.7598,44.1582,41.5566,38.955,37.1748,35.3946,33.6144,31.8342,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Latvia,LVA,16.8978,17.1836,17.4694,17.7552,18.041,16.9864,15.9318,14.8772,13.8226,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Lebanon,LBN,19.0982,18.3734,17.6486,16.9238,16.199,16.0424,15.8858,15.7292,15.5726,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Lesotho,LSO,86.3656,83.1402,79.9148,76.6894,73.464,70.9268,68.3896,65.8524,63.3152,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Liberia,LBR,145.359,144.657,143.955,143.253,142.551,138.6474,134.7438,130.8402,126.9366,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Libya,LBY,3.704,3.568,3.432,3.296,3.16,3.0388,2.9176,2.7964,2.6752,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Liechtenstein,LIE,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Lithuania,LTU,20.4594,20.2698,20.0802,19.8906,19.701,18.9906,18.2802,17.5698,16.8594,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Luxembourg,LUX,11.4506,11.1182,10.7858,10.4534,10.121,9.7794,9.4378,9.0962,8.7546,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Macao SAR, China",MAC,3.7624,3.5718,3.3812,3.1906,3,3.3708,3.7416,4.1124,4.4832,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Macedonia, FYR",MKD,25.416,24.559,23.702,22.845,21.988,21.1446,20.3012,19.4578,18.6144,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Madagascar,MDG,146.4332,143.3934,140.3536,137.3138,134.274,131.9532,129.6324,127.3116,124.9908,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Malawi,MWI,151.1312,143.1384,135.1456,127.1528,119.16,116.4564,113.7528,111.0492,108.3456,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Malaysia,MYS,14.9948,14.8066,14.6184,14.4302,14.242,13.3532,12.4644,11.5756,10.6868,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Maldives,MDV,20.8634,18.6858,16.5082,14.3306,12.153,11.7578,11.3626,10.9674,10.5722,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mali,MLI,188.8162,188.1754,187.5346,186.8938,186.253,182.7904,179.3278,175.8652,172.4026,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Malta,MLT,16.4022,16.6164,16.8306,17.0448,17.259,16.1638,15.0686,13.9734,12.8782,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Marshall Islands,MHL,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mauritania,MRT,86.2422,84.4914,82.7406,80.9898,79.239,77.6598,76.0806,74.5014,72.9222,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mauritius,MUS,36.2686,36.0562,35.8438,35.6314,35.419,34.7036,33.9882,33.2728,32.5574,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mexico,MEX,73.6128,72.8676,72.1224,71.3772,70.632,69.6028,68.5736,67.5444,66.5152,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,"Micronesia, Fed. Sts.",FSM,32.4956,30.7282,28.9608,27.1934,25.426,24.0308,22.6356,21.2404,19.8452,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Moldova,MDA,36.714,35.988,35.262,34.536,33.81,32.8758,31.9416,31.0074,30.0732,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Monaco,MCO,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mongolia,MNG,21.6088,21.4066,21.2044,21.0022,20.8,20.3866,19.9732,19.5598,19.1464,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Montenegro,MNE,20.3286,19.7842,19.2398,18.6954,18.151,17.4868,16.8226,16.1584,15.4942,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Morocco,MAR,18.6366,17.7552,16.8738,15.9924,15.111,14.2544,13.3978,12.5412,11.6846,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Mozambique,MOZ,170.9484,165.5128,160.0772,154.6416,149.206,144.2516,139.2972,134.3428,129.3884,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Myanmar,MMR,18.692,18.086,17.48,16.874,16.268,15.4112,14.5544,13.6976,12.8408,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Namibia,NAM,80.2588,78.7976,77.3364,75.8752,74.414,70.4192,66.4244,62.4296,58.4348,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Nepal,NPL,116.6098,113.3116,110.0134,106.7152,103.417,99.9714,96.5258,93.0802,89.6346,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Netherlands,NLD,6.6712,6.2684,5.8656,5.4628,5.06,4.9016,4.7432,4.5848,4.4264,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,New Caledonia,NCL,19.2014,19.4008,19.6002,19.7996,19.999,20.0386,20.0782,20.1178,20.1574,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,New Zealand,NZL,27.8852,28.6404,29.3956,30.1508,30.906,28.4406,25.9752,23.5098,21.0444,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Nicaragua,NIC,118.0604,116.7208,115.3812,114.0416,112.702,111.1316,109.5612,107.9908,106.4204,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Niger,NER,212.2536,210.9612,209.6688,208.3764,207.084,204.3906,201.6972,199.0038,196.3104,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Nigeria,NGA,125.4526,123.6692,121.8858,120.1024,118.319,116.9236,115.5282,114.1328,112.7374,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Northern Mariana Islands,MNP,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Norway,NOR,9.5088,9.3726,9.2364,9.1002,8.964,8.6514,8.3388,8.0262,7.7136,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Oman,OMN,16.3514,14.5718,12.7922,11.0126,9.233,9.2486,9.2642,9.2798,9.2954,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Pakistan,PAK,39.3328,37.4106,35.4884,33.5662,31.644,30.9364,30.2288,29.5212,28.8136,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Palau,PLW,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Panama,PAN,87.718,86.439,85.16,83.881,82.602,81.257,79.912,78.567,77.222,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Papua New Guinea,PNG,70.1502,69.3344,68.5186,67.7028,66.887,65.9044,64.9218,63.9392,62.9566,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Paraguay,PRY,80.3022,78.3024,76.3026,74.3028,72.303,71.184,70.065,68.946,67.827,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Peru,PER,60.139,58.779,57.419,56.059,54.699,53.5072,52.3154,51.1236,49.9318,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Philippines,PHL,53.9148,53.9576,54.0004,54.0432,54.086,52.568,51.05,49.532,48.014,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Poland,POL,14.9012,14.8724,14.8436,14.8148,14.786,14.2686,13.7512,13.2338,12.7164,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Portugal,PRT,19.5152,18.8314,18.1476,17.4638,16.78,15.9278,15.0756,14.2234,13.3712,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Puerto Rico,PRI,62.767,60.535,58.303,56.071,53.839,53.1898,52.5406,51.8914,51.2422,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Qatar,QAT,18.0798,17.6016,17.1234,16.6452,16.167,16.0284,15.8898,15.7512,15.6126,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Romania,ROM,34.4116,33.8122,33.2128,32.6134,32.014,31.3636,30.7132,30.0628,29.4124,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Russian Federation,RUS,28.3546,28.7762,29.1978,29.6194,30.041,28.6748,27.3086,25.9424,24.5762,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Rwanda,RWA,43.4796,42.2752,41.0708,39.8664,38.662,38.0292,37.3964,36.7636,36.1308,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Samoa,WSM,35.121,33.413,31.705,29.997,28.289,27.7362,27.1834,26.6306,26.0778,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,San Marino,SMR,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sao Tome and Principe,STP,77.2604,74.4768,71.6932,68.9096,66.126,63.978,61.83,59.682,57.534,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Saudi Arabia,SAU,18.7988,16.9866,15.1744,13.3622,11.55,13.6516,15.7532,17.8548,19.9564,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Senegal,SEN,107.3338,106.9826,106.6314,106.2802,105.929,102.6846,99.4402,96.1958,92.9514,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Serbia,SRB,25.0692,24.3274,23.5856,22.8438,22.102,21.5308,20.9596,20.3884,19.8172,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Seychelles,SYC,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sierra Leone,SLE,143.45,143.509,143.568,143.627,143.686,135.7902,127.8944,119.9986,112.1028,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Singapore,SGP,6.5518,6.1026,5.6534,5.2042,4.755,5.149,5.543,5.937,6.331,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sint Maarten (Dutch part),SXM,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Slovak Republic,SVK,20.5836,20.4902,20.3968,20.3034,20.21,19.5094,18.8088,18.1082,17.4076,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Slovenia,SVN,7.785,7.086,6.387,5.688,4.989,4.8834,4.7778,4.6722,4.5666,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Solomon Islands,SLB,70.1564,70.1998,70.2432,70.2866,70.33,69.1822,68.0344,66.8866,65.7388,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Somalia,SOM,71.5408,71.1916,70.8424,70.4932,70.144,69.7116,69.2792,68.8468,68.4144,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,South Africa,ZAF,68.4096,66.0972,63.7848,61.4724,59.16,57.4142,55.6684,53.9226,52.1768,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,South Sudan,SSD,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Spain,ESP,10.7666,11.2622,11.7578,12.2534,12.749,12.335,11.921,11.507,11.093,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sri Lanka,LKA,27.062,26.191,25.32,24.449,23.578,23.2794,22.9808,22.6822,22.3836,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Kitts and Nevis,KNA,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Lucia,LCA,61.8908,61.8316,61.7724,61.7132,61.654,60.497,59.34,58.183,57.026,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Martin (French part),MAF,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,St. Vincent and the Grenadines,VCT,63.4696,62.3342,61.1988,60.0634,58.928,57.9718,57.0156,56.0594,55.1032,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sudan,SDN,71.2752,68.9204,66.5656,64.2108,61.856,60.0804,58.3048,56.5292,54.7536,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Suriname,SUR,43.7586,42.6842,41.6098,40.5354,39.461,38.5568,37.6526,36.7484,35.8442,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Swaziland,SWZ,98.6964,94.9858,91.2752,87.5646,83.854,80.6692,77.4844,74.2996,71.1148,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Sweden,SWE,7.6852,7.2544,6.8236,6.3928,5.962,6.0788,6.1956,6.3124,6.4292,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Switzerland,CHE,5.1892,5.0374,4.8856,4.7338,4.582,4.4522,4.3224,4.1926,4.0628,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Syrian Arab Republic,SYR,44.9552,44.4084,43.8616,43.3148,42.768,41.5206,40.2732,39.0258,37.7784,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tajikistan,TJK,30.8758,30.2466,29.6174,28.9882,28.359,27.835,27.311,26.787,26.263,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tanzania,TZA,131.6802,131.3694,131.0586,130.7478,130.437,130.0844,129.7318,129.3792,129.0266,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Thailand,THA,43.546,43.493,43.44,43.387,43.334,42.0586,40.7832,39.5078,38.2324,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Timor-Leste,TMP,69.2354,68.3788,67.5222,66.6656,65.809,63.0972,60.3854,57.6736,54.9618,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Togo,TGO,76.204,73.486,70.768,68.05,65.332,63.1308,60.9296,58.7284,56.5272,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tonga,TON,21.473,21.68,21.887,22.094,22.301,21.4424,20.5838,19.7252,18.8666,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Trinidad and Tobago,TTO,35.2252,35.0944,34.9636,34.8328,34.702,34.0888,33.4756,32.8624,32.2492,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tunisia,TUN,6.3532,6.1844,6.0156,5.8468,5.678,5.413,5.148,4.883,4.618,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Turkey,TUR,42.086,41.356,40.626,39.896,39.166,37.423,35.68,33.937,32.194,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Turkmenistan,TKM,22.334,21.636,20.938,20.24,19.542,19.0062,18.4704,17.9346,17.3988,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Turks and Caicos Islands,TCA,,,,,,,,,,
"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,Tuvalu,TUV,,,,,,,,,,
